<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
CVPB2016,20210121,9.96,9.97,8.59,9.97,36600
CVPB2017,20210121,2.93,2.93,2.75,2.93,88900
HDB,20210121,25.7,26.3,25.0,25.8,4714900
VPB,20210121,35.0,36.55,34.2,36.2,6882400
VPB,20210120,34.0,34.5,31.6,34.2,8073200
VCB,20210120,99.0,105.9,98.0,99.1,2093000
VIB,20210120,33.0,33.5,30.75,32.95,850500
TPB,20210120,28.0,28.3,26.0,27.9,3656500
TCB,20210120,34.2,34.75,32.0,34.5,25772300
STB,20210120,19.4,19.6,17.95,19.0,34426700
LPB,20210120,13.8,13.95,12.85,13.8,15018300
MBB,20210120,24.4,24.75,22.9,24.4,23198100
MSB,20210120,18.5,18.6,17.45,18.5,2122300
EIB,20210120,19.6,20.2,18.8,20.2,694800
HDB,20210120,25.35,25.85,24.0,25.5,6660300
CTG,20210120,36.0,36.4,33.8,35.65,11184000
BID,20210120,45.25,46.5,42.5,45.5,2306500
ACB,20210120,28.0,28.3,26.3,28.3,12323000
CEIB2001,20210120,2.0,2.0,1.88,1.9,172700
CHDB2007,20210120,3.4,3.4,2.75,3.28,190200
CHDB2008,20210120,2.55,2.78,2.45,2.74,167300
CHDB2101,20210120,1.71,1.77,1.56,1.68,520200
CMBB2008,20210120,7.5,10.8,6.99,10.8,44000
CMBB2009,20210120,4.97,5.3,4.1,5.0,304200
CMBB2010,20210120,9.21,10.51,7.89,9.2,307100
CMBB2011,20210120,9.0,9.0,7.33,8.9,80100
CSTB2006,20210120,4.8,5.1,4.15,4.8,96400
CSTB2007,20210120,4.76,5.3,4.11,4.76,342900
CSTB2010,20210120,4.67,4.67,4.02,4.38,248700
CSTB2011,20210120,5.6,5.97,4.4,5.6,145800
CSTB2012,20210120,6.96,7.0,5.7,6.85,645100
CSTB2013,20210120,7.5,7.72,6.21,7.55,385500
CSTB2014,20210120,7.8,8.0,6.51,7.86,173000
CSTB2015,20210120,3.5,3.5,2.75,3.4,97500
CSTB2016,20210120,3.7,3.7,3.01,3.42,227800
CSTB2017,20210120,4.69,6.0,4.2,5.5,158700
CSTB2101,20210120,3.31,3.31,2.2,2.47,323100
CTCB2009,20210120,15.1,15.1,10.45,13.89,40400
CTCB2010,20210120,7.1,7.5,5.88,7.3,676900
CTCB2011,20210120,11.7,13.0,9.8,13.0,60000
CTCB2012,20210120,15.65,15.65,12.46,13.55,112400
CTCB2013,20210120,12.0,12.54,10.85,12.0,270400
CVPB2010,20210120,11.8,11.8,10.99,10.99,2100
CVPB2011,20210120,5.6,5.88,4.43,5.34,363300
CVPB2012,20210120,5.61,6.01,4.69,5.54,164900
CVPB2013,20210120,8.0,8.2,7.7,8.0,24700
CVPB2014,20210120,5.33,5.5,4.2,5.5,26800
CVPB2015,20210120,10.09,12.0,8.34,12.0,44900
CVPB2016,20210120,8.25,8.35,7.62,7.62,105500
CVPB2017,20210120,2.93,2.93,2.47,2.7,84500
VIB,20210119,35.0,35.3,32.85,33.0,1032900
VPB,20210119,36.1,36.25,33.9,33.9,7415600
VCB,20210119,103.1,103.3,96.1,99.0,1130300
TPB,20210119,29.0,29.25,26.8,27.95,4912800
TCB,20210119,35.9,36.4,33.7,33.9,22796500
STB,20210119,20.35,20.45,19.2,19.2,45045700
MSB,20210119,19.65,19.7,18.25,18.5,2760800
LPB,20210119,14.6,14.7,13.75,13.8,17853400
MBB,20210119,26.2,26.2,24.4,24.4,22184900
HDB,20210119,27.0,27.0,25.35,25.35,5782200
EIB,20210119,20.6,21.25,19.95,20.2,658600
ACB,20210119,29.8,29.9,27.9,27.9,13077400
BID,20210119,48.6,48.6,45.25,45.25,2701100
CTG,20210119,38.5,38.6,35.9,35.9,14466500
CEIB2001,20210119,2.08,2.08,2.02,2.02,367100
CHDB2007,20210119,3.8,3.8,3.18,3.29,302200
CHDB2008,20210119,3.3,3.3,2.7,2.74,212400
CHDB2101,20210119,1.88,1.88,1.66,1.66,396400
CMBB2008,20210119,10.25,10.31,8.68,8.94,139600
CMBB2009,20210119,5.99,5.99,4.96,4.97,329700
CMBB2010,20210119,11.0,11.0,9.2,9.21,276900
CMBB2011,20210119,10.58,10.58,8.8,8.8,89100
CSTB2006,20210119,5.95,5.95,4.8,4.8,71600
CSTB2007,20210119,5.58,5.58,4.75,4.76,359500
CSTB2010,20210119,5.3,5.4,4.67,4.67,194600
CSTB2011,20210119,6.8,7.0,5.55,5.6,430200
CSTB2012,20210119,7.78,8.0,6.83,7.0,618900
CSTB2013,20210119,8.88,8.88,7.48,7.5,466200
CSTB2014,20210119,8.98,8.98,7.8,7.8,248400
CSTB2015,20210119,4.4,4.4,3.36,3.39,193400
CSTB2016,20210119,4.36,4.7,3.66,3.66,238700
CSTB2017,20210119,6.75,6.75,5.45,5.45,246800
CSTB2101,20210119,2.66,2.66,2.6,2.66,254500
CTCB2009,20210119,14.6,14.6,12.5,12.8,138300
CTCB2010,20210119,7.82,8.3,7.05,7.05,241900
CTCB2011,20210119,13.8,14.1,11.7,11.7,14200
CTCB2012,20210119,15.65,16.0,13.15,13.3,498100
CTCB2013,20210119,14.1,14.1,11.83,11.83,218200
CVPB2010,20210119,12.38,12.39,11.07,11.07,28900
CVPB2011,20210119,6.43,6.61,5.55,5.6,527200
CVPB2012,20210119,6.81,6.83,5.83,5.85,273600
CVPB2013,20210119,10.2,10.2,7.7,7.7,21300
CVPB2014,20210119,6.29,6.29,5.33,5.33,31100
CVPB2015,20210119,12.3,12.3,10.0,10.0,81600
CVPB2016,20210119,9.98,10.31,8.07,8.25,93800
CVPB2017,20210119,3.2,3.2,2.7,2.7,303700
VPB,20210118,37.25,37.35,36.45,36.45,5121400
VIB,20210118,35.6,35.8,35.3,35.3,661800
VCB,20210118,103.5,105.0,103.0,103.3,1060400
TPB,20210118,29.5,29.5,28.7,28.8,4421500
TCB,20210118,37.2,37.2,35.9,36.2,13377400
STB,20210118,21.7,21.7,20.25,20.6,59659200
MSB,20210118,20.05,20.05,19.6,19.6,3836200
LPB,20210118,15.1,15.2,14.75,14.75,13224100
MBB,20210118,26.75,26.85,26.2,26.2,13838300
EIB,20210118,22.0,22.0,21.0,21.45,554800
HDB,20210118,27.9,27.9,27.0,27.25,5150200
CTG,20210118,39.6,39.85,38.6,38.6,7197000
ACB,20210118,30.35,30.5,29.9,29.95,8419100
BID,20210118,48.9,49.0,48.6,48.65,1685100
CEIB2001,20210118,1.93,1.93,1.93,1.93,41600
CHDB2007,20210118,3.91,4.05,3.78,3.8,248400
CHDB2008,20210118,3.31,3.37,3.28,3.29,311400
CHDB2101,20210118,1.5,1.5,1.5,1.5,30400
CMBB2008,20210118,11.0,11.0,10.23,10.23,69500
CMBB2009,20210118,6.35,6.49,5.99,5.99,287200
CMBB2010,20210118,11.8,11.8,11.0,11.0,248700
CMBB2011,20210118,11.13,11.13,10.58,10.58,99400
CSTB2006,20210118,4.98,5.7,4.7,5.5,95100
CSTB2007,20210118,6.09,6.09,5.35,5.45,300000
CSTB2010,20210118,5.4,5.84,5.3,5.37,212600
CSTB2011,20210118,7.13,7.44,6.7,6.95,471000
CSTB2012,20210118,8.63,8.8,7.69,8.23,679700
CSTB2013,20210118,9.66,9.66,8.58,8.88,923300
CSTB2014,20210118,9.9,9.92,8.9,8.98,402800
CSTB2015,20210118,4.39,4.5,3.68,4.06,206800
CSTB2016,20210118,4.7,4.7,4.25,4.36,337600
CSTB2017,20210118,7.0,7.15,6.7,6.75,274100
CSTB2101,20210118,1.96,1.96,1.96,1.96,1500
CTCB2009,20210118,15.75,15.8,14.6,14.69,188300
CTCB2010,20210118,8.8,8.8,7.9,8.3,286200
CTCB2011,20210118,14.8,14.8,14.0,14.2,77000
CTCB2012,20210118,16.5,16.65,15.56,15.65,139300
CTCB2013,20210118,17.39,17.39,13.8,14.1,429500
CVPB2010,20210118,13.5,13.62,12.97,12.97,43100
CVPB2011,20210118,6.9,7.15,6.7,6.81,310800
CVPB2012,20210118,7.48,7.48,6.91,7.1,192600
CVPB2013,20210118,10.95,10.95,10.0,10.2,77000
CVPB2014,20210118,7.0,7.1,6.6,6.6,33300
CVPB2015,20210118,12.95,12.95,12.4,12.4,22900
CVPB2016,20210118,10.87,11.25,10.55,10.55,44200
CVPB2017,20210118,2.95,2.95,2.95,2.95,40100
VPB,20210115,37.15,38.0,37.0,37.25,4658200
VCB,20210115,104.8,104.9,102.5,103.2,1099800
VIB,20210115,35.5,35.95,35.5,35.65,824200
TPB,20210115,28.0,29.4,27.9,28.7,8547500
STB,20210115,20.5,21.5,20.5,21.1,51692600
TCB,20210115,36.3,37.55,36.25,36.85,17357400
LPB,20210115,14.5,15.15,14.5,14.95,16530300
MBB,20210115,26.9,27.2,26.55,26.75,19922700
MSB,20210115,19.9,20.05,19.65,20.05,6096800
HDB,20210115,27.0,28.0,26.95,27.9,7103500
EIB,20210115,21.6,22.15,21.6,22.0,526700
CTG,20210115,39.5,40.1,39.3,39.5,11321800
ACB,20210115,30.0,30.4,29.95,30.25,8184100
BID,20210115,49.3,49.5,48.85,48.85,2404700
CEIB2001,20210115,1.78,1.78,1.77,1.78,94800
CHDB2007,20210115,3.59,4.12,3.59,3.91,405300
CHDB2008,20210115,2.84,3.39,2.75,3.37,489800
CMBB2008,20210115,11.0,11.49,10.5,11.0,56000
CMBB2009,20210115,6.0,6.4,6.0,6.35,563700
CMBB2010,20210115,11.83,11.83,11.33,11.7,225000
CMBB2011,20210115,11.08,11.43,10.8,11.16,118100
CSTB2006,20210115,4.84,4.98,4.28,4.98,142300
CSTB2007,20210115,4.8,5.45,4.8,5.44,458300
CSTB2010,20210115,4.99,5.3,4.7,5.3,152200
CSTB2011,20210115,6.0,7.15,6.0,7.13,388800
CSTB2012,20210115,7.7,8.68,7.7,8.63,413400
CSTB2013,20210115,8.6,9.7,8.6,9.66,370100
CSTB2014,20210115,8.8,10.03,8.8,9.93,384000
CSTB2015,20210115,3.4,3.88,3.4,3.88,338800
CSTB2016,20210115,3.9,4.03,3.8,4.03,707800
CSTB2017,20210115,6.0,7.1,6.0,6.9,645400
CTCB2009,20210115,16.1,16.1,14.89,15.0,82700
CTCB2010,20210115,7.61,8.68,7.61,8.42,481200
CTCB2011,20210115,14.0,15.0,13.9,14.7,33600
CTCB2012,20210115,15.0,16.7,15.0,16.5,257300
CTCB2013,20210115,13.57,15.26,13.57,15.16,271000
CVPB2010,20210115,13.99,14.43,13.74,13.74,30900
CVPB2011,20210115,6.9,7.5,6.9,7.07,266700
CVPB2012,20210115,7.2,7.64,7.07,7.48,236200
CVPB2013,20210115,10.5,12.0,10.5,10.95,27300
CVPB2014,20210115,7.5,7.8,6.78,7.2,39700
CVPB2015,20210115,12.8,13.66,12.8,13.0,28600
CVPB2016,20210115,11.21,11.98,11.1,11.1,109800
CVPB2017,20210115,2.68,2.69,2.68,2.69,150100
VIB,20210114,34.75,35.5,34.75,35.2,818400
VPB,20210114,36.0,37.3,35.5,36.8,6531000
VCB,20210114,105.0,105.2,103.3,103.9,832200
TPB,20210114,27.6,27.8,27.25,27.65,2198600
TCB,20210114,35.35,35.8,34.85,35.75,11995200
STB,20210114,19.65,20.25,19.0,20.1,27462300
LPB,20210114,14.0,14.4,13.85,14.4,14964800
MBB,20210114,26.3,26.4,25.85,26.4,20138800
MSB,20210114,19.9,19.9,19.0,19.9,5747400
HDB,20210114,27.0,27.0,26.5,26.8,3675000
EIB,20210114,21.9,22.35,21.2,21.6,508000
CTG,20210114,39.0,39.35,38.5,39.15,8275700
BID,20210114,48.5,49.0,48.0,48.85,1904800
ACB,20210114,29.9,29.9,29.2,29.85,8491200
CEIB2001,20210114,1.63,1.63,1.6,1.63,262900
CHDB2007,20210114,3.6,3.6,3.46,3.52,166600
CHDB2008,20210114,2.82,2.88,2.55,2.82,205500
CMBB2008,20210114,10.6,10.6,10.17,10.4,85200
CMBB2009,20210114,5.76,5.9,5.68,5.9,274700
CMBB2010,20210114,10.81,10.95,10.66,10.95,374300
CMBB2011,20210114,10.46,10.46,10.21,10.41,39900
CSTB2006,20210114,4.3,4.3,3.6,4.28,67000
CSTB2007,20210114,4.69,4.75,4.41,4.75,302200
CSTB2010,20210114,4.97,4.98,4.51,4.6,193500
CSTB2011,20210114,5.68,5.75,5.0,5.75,571100
CSTB2012,20210114,6.71,7.29,6.5,7.29,161100
CSTB2013,20210114,7.97,8.3,7.31,8.3,233500
CSTB2014,20210114,8.13,8.71,7.71,8.71,260900
CSTB2015,20210114,3.28,3.28,2.96,3.18,218900
CSTB2016,20210114,3.35,3.5,3.1,3.33,194200
CSTB2017,20210114,5.35,5.7,4.85,5.7,283300
CTCB2009,20210114,13.81,14.01,13.21,14.0,71200
CTCB2010,20210114,7.21,8.0,7.2,7.69,338300
CTCB2011,20210114,13.1,13.2,13.09,13.2,12800
CTCB2012,20210114,14.19,15.07,14.19,15.0,99300
CTCB2013,20210114,13.06,13.6,12.8,13.57,216200
CVPB2010,20210114,12.33,13.36,12.33,13.31,15400
CVPB2011,20210114,6.4,6.95,6.09,6.9,198900
CVPB2012,20210114,6.5,7.2,6.5,7.2,357700
CVPB2013,20210114,10.0,10.75,8.82,10.5,12100
CVPB2014,20210114,6.29,6.7,6.2,6.6,79000
CVPB2015,20210114,11.84,12.86,11.61,12.55,65300
CVPB2016,20210114,9.81,11.18,9.64,10.75,89600
CVPB2017,20210114,2.3,2.44,2.2,2.44,101700
VIB,20210113,34.9,35.2,34.65,34.7,1052400
VPB,20210113,34.9,36.2,34.7,35.7,5529300
VCB,20210113,105.6,106.1,104.0,104.8,1064200
TPB,20210113,28.0,28.2,27.55,27.6,4604600
STB,20210113,19.8,20.05,19.4,19.5,26650000
TCB,20210113,35.45,36.0,35.1,35.15,11399600
LPB,20210113,13.75,14.15,13.75,13.9,14249500
MBB,20210113,26.15,26.6,25.9,26.0,18649800
MSB,20210113,20.35,20.35,19.75,19.9,6368000
HDB,20210113,26.75,27.0,26.7,26.85,6388800
EIB,20210113,20.2,21.6,20.1,21.5,1941500
CTG,20210113,38.65,39.45,38.5,38.65,9063900
ACB,20210113,30.3,30.35,29.7,29.85,9915300
BID,20210113,48.8,49.2,48.4,48.45,1650200
CEIB2001,20210113,1.39,1.48,1.34,1.48,195600
CHDB2007,20210113,3.42,3.6,3.42,3.52,322100
CHDB2008,20210113,2.74,3.0,2.71,2.82,299300
CMBB2008,20210113,10.4,10.63,10.35,10.52,28800
CMBB2009,20210113,5.85,6.0,5.76,5.76,951100
CMBB2010,20210113,11.03,11.74,10.79,10.79,356600
CMBB2011,20210113,10.9,10.9,10.3,10.3,192000
CSTB2006,20210113,3.69,4.32,3.6,4.27,115600
CSTB2007,20210113,4.73,4.73,4.55,4.55,716200
CSTB2010,20210113,4.5,4.94,4.2,4.37,341400
CSTB2011,20210113,5.8,5.87,5.64,5.68,439800
CSTB2012,20210113,6.9,7.25,6.75,6.75,184300
CSTB2013,20210113,8.1,8.2,7.7,7.71,162000
CSTB2014,20210113,8.39,8.57,8.14,8.14,157600
CSTB2015,20210113,3.12,3.2,3.09,3.09,297400
CSTB2016,20210113,3.3,3.75,3.26,3.28,220300
CSTB2017,20210113,5.5,5.6,5.2,5.2,286300
CTCB2009,20210113,13.4,14.2,13.4,13.5,168000
CTCB2010,20210113,7.4,7.6,7.15,7.4,443600
CTCB2011,20210113,13.1,13.25,13.0,13.0,18400
CTCB2012,20210113,14.26,15.3,14.26,14.61,106200
CTCB2013,20210113,13.43,13.6,13.06,13.06,109800
CVPB2010,20210113,12.15,12.15,12.1,12.1,1800
CVPB2011,20210113,5.79,6.45,5.79,6.22,231100
CVPB2012,20210113,6.05,6.8,6.05,6.5,345000
CVPB2013,20210113,8.6,9.1,8.6,8.81,27800
CVPB2014,20210113,5.65,6.4,5.65,5.9,37500
CVPB2015,20210113,10.86,11.91,10.8,11.56,82100
CVPB2016,20210113,9.2,10.1,8.99,9.59,87400
CVPB2017,20210113,2.0,2.24,1.92,2.2,130300
VPB,20210112,35.2,35.2,34.3,34.9,4612500
VCB,20210112,105.6,105.6,104.2,105.6,634900
VIB,20210112,34.1,34.9,34.1,34.45,605200
TPB,20210112,28.35,28.35,27.3,28.0,2537300
TCB,20210112,35.0,35.5,34.5,35.1,16418200
STB,20210112,19.9,20.05,19.5,19.8,27236800
MSB,20210112,20.7,20.7,20.4,20.5,5232000
LPB,20210112,13.8,13.85,13.55,13.7,13021500
MBB,20210112,26.35,26.5,25.7,26.15,16552100
HDB,20210112,26.7,26.9,26.3,26.75,5101900
EIB,20210112,20.4,20.4,20.0,20.2,349300
CTG,20210112,38.7,38.9,38.1,38.5,9154200
BID,20210112,48.25,49.0,47.9,48.75,2189300
ACB,20210112,30.25,30.3,29.95,30.1,9277600
CEIB2001,20210112,1.26,1.35,1.26,1.34,143700
CHDB2007,20210112,3.42,3.5,3.3,3.43,393000
CHDB2008,20210112,2.72,2.72,2.5,2.69,174900
CMBB2007,20210112,6.79,6.82,6.5,6.5,63700
CMBB2008,20210112,10.26,10.87,10.2,10.4,72900
CMBB2009,20210112,6.0,6.02,5.6,5.85,796600
CMBB2010,20210112,11.1,11.33,10.5,11.03,296100
CMBB2011,20210112,10.2,10.9,10.2,10.5,92700
CSTB2006,20210112,3.6,3.9,3.5,3.65,59400
CSTB2007,20210112,4.61,4.69,4.45,4.69,649000
CSTB2010,20210112,4.26,4.4,4.09,4.31,245300
CSTB2011,20210112,6.0,6.0,5.4,5.83,303200
CSTB2012,20210112,7.21,7.3,6.6,7.0,306600
CSTB2013,20210112,8.1,8.15,6.8,7.95,161900
CSTB2014,20210112,8.5,8.62,8.13,8.39,172800
CSTB2015,20210112,3.12,3.13,2.94,3.09,225700
CSTB2016,20210112,3.33,3.5,3.18,3.25,361500
CSTB2017,20210112,5.65,5.65,5.24,5.5,368200
CTCB2007,20210112,7.7,7.7,7.18,7.51,66700
CTCB2009,20210112,12.93,13.41,12.78,13.2,86200
CTCB2010,20210112,7.1,7.31,7.0,7.3,434400
CTCB2011,20210112,13.2,13.2,11.5,12.9,31800
CTCB2012,20210112,14.5,14.9,13.99,14.26,273600
CTCB2013,20210112,13.25,13.4,12.43,13.4,238300
CVPB2008,20210112,6.53,6.53,6.44,6.51,17100
CVPB2010,20210112,11.51,11.57,11.04,11.43,79600
CVPB2011,20210112,5.93,6.0,5.75,5.93,494700
CVPB2012,20210112,6.25,6.25,5.88,6.05,196600
CVPB2013,20210112,10.2,10.2,8.58,8.6,28000
CVPB2014,20210112,5.65,5.75,5.65,5.65,7200
CVPB2015,20210112,10.83,11.04,10.63,10.86,27200
CVPB2016,20210112,9.32,9.32,8.65,8.99,149800
CVPB2017,20210112,2.0,2.0,1.92,2.0,124900
VIB,20210111,35.0,35.0,34.4,34.45,1011300
VPB,20210111,36.0,36.0,35.05,35.2,4430300
VCB,20210111,104.6,105.7,104.1,104.5,847400
TPB,20210111,28.5,28.75,28.0,28.2,3098700
TCB,20210111,35.75,36.25,35.2,35.25,13980300
STB,20210111,20.0,20.4,19.8,20.1,33493100
LPB,20210111,14.1,14.2,13.7,13.9,23446200
MBB,20210111,27.0,27.2,26.2,26.35,23381600
MSB,20210111,20.6,20.75,20.5,20.7,8229200
HDB,20210111,27.2,27.45,26.5,26.85,6768300
EIB,20210111,20.4,20.5,20.0,20.2,501400
CTG,20210111,38.9,39.6,38.6,38.7,10911700
ACB,20210111,30.5,30.9,30.15,30.35,9821800
BID,20210111,48.5,48.6,47.9,48.25,2758800
CEIB2001,20210111,1.22,1.26,1.21,1.26,280400
CHDB2007,20210111,3.45,3.58,3.35,3.44,394600
CHDB2008,20210111,2.69,2.72,2.45,2.72,867500
CMBB2007,20210111,7.2,7.2,6.8,6.8,9900
CMBB2008,20210111,11.56,11.56,10.66,10.66,67600
CMBB2009,20210111,6.4,6.4,5.67,5.97,567300
CMBB2010,20210111,11.89,11.89,11.04,11.8,210400
CMBB2011,20210111,12.0,12.0,10.2,10.2,81100
CSTB2006,20210111,3.55,3.84,3.55,3.6,156100
CSTB2007,20210111,4.45,4.88,4.45,4.77,496400
CSTB2010,20210111,4.1,4.41,4.1,4.27,314500
CSTB2011,20210111,5.98,6.08,5.7,5.84,262700
CSTB2012,20210111,7.35,7.5,7.0,7.22,299000
CSTB2013,20210111,8.15,8.65,8.01,8.15,458600
CSTB2014,20210111,8.44,8.84,8.4,8.45,195300
CSTB2015,20210111,3.0,3.3,3.0,3.12,391300
CSTB2016,20210111,3.15,3.5,3.15,3.3,131900
CSTB2017,20210111,6.0,6.0,5.5,5.6,244400
CTCB2007,20210111,7.88,7.88,7.7,7.7,255400
CTCB2009,20210111,14.24,14.24,13.68,13.68,46600
CTCB2010,20210111,7.42,7.54,7.2,7.26,596800
CTCB2011,20210111,13.0,13.31,13.0,13.2,123100
CTCB2012,20210111,15.21,15.22,14.87,14.9,54200
CTCB2013,20210111,13.54,14.05,13.13,13.25,680700
CVPB2008,20210111,6.7,6.7,6.62,6.62,7100
CVPB2010,20210111,12.44,12.44,11.78,11.78,56200
CVPB2011,20210111,6.3,6.3,6.0,6.15,192100
CVPB2012,20210111,6.45,6.53,6.1,6.3,191700
CVPB2013,20210111,9.58,9.58,8.58,8.58,14000
CVPB2014,20210111,5.85,6.0,5.7,5.8,52600
CVPB2015,20210111,11.52,11.52,11.15,11.4,25900
CVPB2016,20210111,9.68,9.97,9.32,9.32,125400
CVPB2017,20210111,1.9,2.03,1.9,2.0,134500
VIB,20210108,35.0,35.5,34.75,34.75,1291700
VPB,20210108,35.35,36.0,34.95,35.55,4558600
VCB,20210108,108.0,108.0,104.5,104.8,963900
TPB,20210108,28.5,28.75,28.1,28.5,4106300
STB,20210108,18.8,19.5,18.65,19.4,34889200
TCB,20210108,35.0,36.25,34.9,35.7,16947900
LPB,20210108,13.9,14.25,13.75,14.05,19580100
MBB,20210108,26.2,27.35,26.0,26.6,25861800
MSB,20210108,20.0,20.7,20.0,20.6,9146300
HDB,20210108,27.2,27.5,26.8,27.1,6924700
CTG,20210108,39.5,39.5,38.5,38.7,8380100
EIB,20210108,20.05,20.5,20.0,20.4,478500
ACB,20210108,29.95,30.4,29.8,30.2,15519300
BID,20210108,49.3,49.3,48.2,48.5,2034900
CEIB2001,20210108,1.21,1.24,1.2,1.22,133200
CHDB2007,20210108,3.49,3.63,3.44,3.46,603700
CHDB2008,20210108,2.65,2.74,2.6,2.69,217900
CMBB2007,20210108,6.6,7.1,5.49,6.88,197500
CMBB2008,20210108,10.3,11.8,10.17,11.0,39700
CMBB2009,20210108,5.6,6.4,5.6,6.04,842300
CMBB2010,20210108,10.77,12.05,10.77,11.61,312600
CMBB2011,20210108,10.45,11.67,10.45,10.92,127600
CSTB2006,20210108,2.95,3.5,2.95,3.2,146200
CSTB2007,20210108,4.03,4.45,4.0,4.25,705900
CSTB2010,20210108,4.04,4.04,3.64,3.84,526800
CSTB2011,20210108,4.3,5.3,4.3,5.01,314400
CSTB2012,20210108,5.99,6.4,5.53,6.25,210800
CSTB2013,20210108,6.88,7.67,6.88,7.56,310600
CSTB2014,20210108,7.1,8.05,7.1,7.62,237100
CSTB2015,20210108,2.5,2.9,2.47,2.7,748600
CSTB2016,20210108,2.58,3.15,2.58,2.92,387300
CSTB2017,20210108,4.2,5.1,4.2,4.85,60200
CTCB2007,20210108,7.35,8.1,7.35,7.77,120300
CTCB2009,20210108,13.99,14.26,13.05,14.0,110200
CTCB2010,20210108,6.75,7.65,6.75,7.5,481900
CTCB2011,20210108,12.0,13.6,12.0,13.0,64100
CTCB2012,20210108,14.54,15.5,13.61,15.09,119300
CTCB2013,20210108,12.2,14.0,12.2,13.54,213400
CVPB2008,20210108,6.5,6.8,6.42,6.7,53700
CVPB2010,20210108,12.44,12.44,12.44,12.44,300
CVPB2011,20210108,5.8,6.25,5.8,6.1,206100
CVPB2012,20210108,6.25,6.63,6.25,6.45,101600
CVPB2013,20210108,10.8,10.8,8.41,8.41,15500
CVPB2014,20210108,5.8,6.24,5.8,5.85,48000
CVPB2015,20210108,11.45,11.59,11.0,11.0,59200
CVPB2016,20210108,9.2,10.0,9.2,9.68,252900
CVPB2017,20210108,1.76,2.0,1.73,1.99,135400
VPB,20210107,34.55,34.95,34.1,34.9,4691100
VIB,20210107,35.3,35.3,34.6,35.0,1036700
VCB,20210107,104.0,108.5,104.0,107.0,889000
TPB,20210107,28.0,28.7,27.8,28.35,3874900
STB,20210107,18.05,18.45,17.85,18.45,39683500
TCB,20210107,33.75,34.6,33.4,34.6,16387200
MSB,20210107,19.4,20.0,19.3,20.0,10025000
LPB,20210107,14.0,14.05,13.6,13.9,9246000
MBB,20210107,25.5,25.95,25.25,25.9,18918200
HDB,20210107,26.0,26.95,25.95,26.8,8328800
EIB,20210107,20.5,20.5,20.0,20.1,475500
CTG,20210107,38.5,39.65,38.4,38.85,10679600
BID,20210107,48.8,49.9,48.5,48.9,1678500
ACB,20210107,29.9,30.0,29.6,29.9,11636100
CEIB2001,20210107,1.24,1.24,1.2,1.21,91600
CHDB2007,20210107,3.2,3.45,3.15,3.4,523600
CHDB2008,20210107,2.3,2.68,2.3,2.63,250300
CMBB2007,20210107,6.24,6.4,6.1,6.4,79200
CMBB2008,20210107,9.64,10.0,9.38,10.0,59900
CMBB2009,20210107,5.4,5.6,5.18,5.6,529500
CMBB2010,20210107,10.39,10.65,10.0,10.58,306200
CMBB2011,20210107,9.9,10.25,9.49,10.25,248400
CSTB2006,20210107,2.82,2.92,2.68,2.88,131000
CSTB2007,20210107,3.66,3.88,3.63,3.84,691100
CSTB2010,20210107,3.3,3.5,3.24,3.43,891100
CSTB2011,20210107,4.13,4.34,3.92,4.3,100000
CSTB2012,20210107,5.2,5.5,5.1,5.25,134600
CSTB2013,20210107,6.34,6.61,6.05,6.48,390000
CSTB2014,20210107,6.6,6.9,6.57,6.8,129400
CSTB2015,20210107,2.3,2.4,2.15,2.31,443100
CSTB2016,20210107,2.46,3.0,2.41,2.56,497400
CSTB2017,20210107,4.0,4.2,3.87,4.1,137600
CTCB2007,20210107,6.8,7.35,6.8,7.35,55600
CTCB2009,20210107,12.17,12.6,11.71,12.6,35400
CTCB2010,20210107,6.26,6.74,6.26,6.74,506200
CTCB2011,20210107,11.3,12.0,11.3,12.0,13200
CTCB2012,20210107,13.0,13.85,12.85,13.85,105900
CTCB2013,20210107,12.4,12.6,11.44,12.25,135700
CVPB2008,20210107,6.27,6.45,6.27,6.42,46300
CVPB2010,20210107,10.85,11.52,10.85,11.33,48600
CVPB2011,20210107,5.65,5.9,5.6,5.9,249600
CVPB2012,20210107,6.08,6.27,5.96,6.25,321100
CVPB2013,20210107,8.5,8.52,7.2,8.4,62200
CVPB2014,20210107,5.5,5.8,5.3,5.8,27900
CVPB2015,20210107,10.78,10.83,10.47,10.83,46200
CVPB2016,20210107,8.79,9.18,8.59,9.09,214500
CVPB2017,20210107,1.53,1.76,1.5,1.76,90400
VIB,20210106,36.0,36.75,35.3,35.35,711000
VPB,20210106,35.0,35.0,34.2,34.4,6159400
VCB,20210106,99.5,106.2,99.3,105.0,2080400
TPB,20210106,27.95,28.7,27.6,28.0,3750900
TCB,20210106,33.2,34.1,32.95,33.2,20222300
STB,20210106,17.9,18.35,17.7,18.0,31193600
LPB,20210106,14.0,14.2,13.65,14.0,16644800
MBB,20210106,25.5,26.0,25.0,25.3,22063300
MSB,20210106,18.85,19.45,18.8,19.4,13781900
HDB,20210106,24.8,26.1,24.8,25.65,11331100
EIB,20210106,19.5,20.5,19.2,20.5,1034500
CTG,20210106,36.0,37.85,35.7,37.85,15419900
BID,20210106,48.3,50.6,47.55,48.8,3674500
ACB,20210106,29.7,30.6,29.3,29.9,15883900
CEIB2001,20210106,1.18,1.24,1.15,1.24,288500
